4.3485,9.37541,3.68113,0.572042
4.40955,9.19805,2.46877,0.572042
4.71961,8.45921,2.37034,0.572042
4.76426,8.35728,2.18403,0.572042
5.03057,7.78007,2.15175,0.572042
5.03863,7.7669,1.33983,0.572042
5.46801,7.19398,1.30364,0.572042
5.51948,7.14004,1.04379,0.572042
5.99928,6.63945,1.04208,0.572042
6.0484,6.58887,0.741077,0.572042
6.2991,6.41725,0.608584,0.572042
6.61511,6.24397,0.437612,0.572042
7.23457,6.00788,0.380924,0.572042
7.30286,5.98199,0.369852,0.572042
